address,year,day,length,weight,count,looped,neighbors,income,label,date
13GGNn8H7TPBV2oAQ9myv6DPTprE6cJCcw,2013,252,122,0.31704749600000004,68,68,3,919750000.0,white,2013-09-09
1JfzMeYm141hZqmTzXeAE96D8VCP58DzL6,2013,252,2,1.0,2,0,2,88920866.0,white,2013-09-09
1AFCyowypa1D3hAYBz7iJKTa9D7dEFGhhS,2013,252,2,0.5,1,0,2,66676000.0,white,2013-09-09
14AuxJdvcRuKy5vpghALRyZcPdVXg7bA46,2013,252,0,0.5,1,0,2,4970000000.0,white,2013-09-09
1HBgtPWpirhY2oq3b87h8NFpBFQNGsrmUa,2013,252,0,1.0,1,0,2,761180000.0,white,2013-09-09
1Ljmpxp5GS6vwnhbYzWZCswxxXC3TEGgZk,2013,252,136,1.12700124,558,0,2,1943221269.0,white,2013-09-09
1Lbop9H2up3en9y5BjR6KJJ1kPEEmKX8Rv,2013,252,4,0.125,1,0,2,3326390000.0,white,2013-09-09
148yGtdc6vXo9JS6PLVoKz5fZZhdTedEoC,2013,252,4,1.0,3,0,1,632000000.0,white,2013-09-09
14adcDmQE1R2j7gfRGkCTQPZHN9iXU5rtp,2013,252,74,0.000135449,7,0,1,100000000.0,white,2013-09-09
17aWE1GfX5CKE9b41NEGJu1yhB9EkXUERG,2013,252,2,0.25,1,0,2,34980000.0,white,2013-09-09
14k6svQ8YU9vQr6KbEp9sShuerpRywgGuJ,2013,252,2,1.0,1,0,1,91272480.0,white,2013-09-09
1FcSdDEoZgeghY7vK3TnKwvvA3djxQUbwg,2013,252,0,1.0,1,0,2,500000000.0,white,2013-09-09
1A33rik4T4A9Xv8BV8UccUywQnU3qSVseV,2013,252,18,0.0625,1,0,1,4200519347.0,white,2013-09-09
1BAkFLALCDBTT3udxHACKRDhxkBN9y9nAS,2013,252,0,1.0,1,0,1,44200790.0,white,2013-09-09
1NA78LZHMCc2KMF3Gdjper2JXH15y4fBYF,2013,252,2,0.25,3,0,1,100100000.0,white,2013-09-09
1FG4NmnZuNmt8jviT1UHpsRs1P5NedSN2M,2013,252,4,0.25,1,0,1,138510000.0,white,2013-09-09
1M5rYPoGSbxKLTXqwbk5ZxwjkVtNXBstCS,2013,252,12,0.013392857,3,0,2,71000000.0,white,2013-09-09
1HLhwJnjSqeRnVmMH6wZeUb5RG24aLVWR1,2013,252,122,0.643787957,473,0,1,86000000.0,white,2013-09-09
1LFJr7KiBtMYhxx9Loyu7Lt6XfTBheVmM3,2013,252,4,0.5,1,1,4,7320440262.0,white,2013-09-09
1KE1xeC9uK2pR4PAsbhgf8DXYicv9eqW83,2013,252,0,0.2,1,0,1,3383603465.0,white,2013-09-09
13KendYFvVDRkGMxCf13rpaGQMiLU3wBHy,2013,252,2,1.25,4,0,1,1004800000.0,white,2013-09-09
1A99F5JimAQPedY2JuHNcTgQvCrw6CHR1d,2013,252,4,0.25,1,0,2,700000000.0,white,2013-09-09
1KpMsM4KJUbmwBmPtXqW5mZF6ZvFKLnugE,2013,252,0,0.5,1,0,1,37032555.0,white,2013-09-09
1PSrhFdug8DnJ3At67ZcGRk9LZEzy4vpnz,2013,252,136,1.584026647,621,0,2,400000000.0,white,2013-09-09
1MXAUXAceyXMKey6QuZynGyYvnwcRePLB7,2013,252,2,0.5,2,0,2,2130000000.0,white,2013-09-09
17JuhqGksVXWbCYLEiV7k8YR8vjFQSbEPm,2013,252,8,0.047297297,7,0,2,2300000000.0,white,2013-09-09
1N9BSTVsJXLRjwf5p9APkDdr9Btw3p534f,2013,252,130,5.55e-17,1,0,2,93000000.0,white,2013-09-09
19JAbie8JsPfRUzk7oeaVUJBBdrPQwAVeE,2013,252,14,0.0625,1,0,2,161172855.0,white,2013-09-09
1bSTyw3aM1DD3o4cFAsm3bTNceVAz41T4,2013,252,0,0.5,1,0,2,362000000.0,white,2013-09-09
1N6QhgvxiW7ifi99RNLs2kiGzg3iHv5mbm,2013,252,4,0.125,1,0,2,471732515.0,white,2013-09-09
1HM6Y7v4PrLQPGGd4EXm2WmgSvrRFs1JpA,2013,252,2,0.009057971,5,0,1,45000000.0,white,2013-09-09
12MMd64FZMNHg5seV6E6VVej8gXd8nJ7S2,2013,252,6,0.125,1,0,1,99700000.0,white,2013-09-09
1A2xV4rjyx7FMSuCxeVK69bwD2c4o5boWA,2013,252,0,0.5,1,0,2,210130000.0,white,2013-09-09
1E24MHFLXpPfksWS6kxq2cCP9UanUiFd2e,2013,252,0,0.5,1,0,2,77810000.0,white,2013-09-09
1Fw9285gcUbRmnBWbW3ELwUd3pCDqmxWM9,2013,252,2,0.5,1,0,2,1065379355.0,white,2013-09-09
1Ez67YGr8MMQ41PPHB3NmgW5XjauoqpUSP,2013,252,22,0.0625,1,0,2,580834327.0,white,2013-09-09
1M7A4GUn1d6P3DRqe4wBUs6trjugEF652h,2013,252,8,0.125,1,0,2,37458046.0,white,2013-09-09
17owsfmc2zFCQz5GL6ncmZ9keMYz2nMxab,2013,252,0,1.0,1,0,1,33860000.0,white,2013-09-09
1Ew3NsV9jRAaRyicriAbvrapj4SJ5f48Gn,2013,252,0,1.0,2,0,2,1080000000.0,white,2013-09-09
1Lvo8m6rVC1NBWDKaLQNiLnYKAkSiW7jus,2013,252,0,0.043478261,1,0,1,702719852.0,white,2013-09-09
1yroP9ruVYiXs6A4ipitzEiP5AXzH5kcz,2013,252,4,0.000389531,2,0,1,100172141.0,white,2013-09-09
16UoCcNEiYTnezTmqBXMYBys7XVkmLpYsE,2013,252,0,0.5,1,0,2,254160000.0,white,2013-09-09
14es6pocinTQA2FrVAPtCTCGynyqJWNdyb,2013,252,6,0.1875,2,0,2,165000000.0,white,2013-09-09
1GNJQNr26xfZfHvH5gB88JkpyAQrUvgXGp,2013,252,18,0.001953125,1,0,2,2771550000.0,white,2013-09-09
192pCz2tqbSSfKbLLqyY5FGQGiAJd9veyP,2013,252,12,0.015625,1,0,2,535990000.0,white,2013-09-09
154k1PUGL4f5RCFxzn9VM6hH7558PRK33F,2013,252,0,0.5,1,0,2,161213000.0,white,2013-09-09
17UkyCshhw31G2bx7pCAHjDG7irnD2MmMB,2013,252,12,0.046889796,3,0,1,200000000.0,white,2013-09-09
1BBmi4xLRqkRaJG5Z9ncwytpfaxwKvb5Xp,2013,252,14,0.00390625,2,0,1,126000000.0,white,2013-09-09
1DiTbEhGZ8YAQYMYeeVGrp8zQjcRR5vM9Q,2013,252,0,1.0,1,0,2,2000000000.0,white,2013-09-09
1CJzPANoEhy4MdaWRYoUpbXkMR7cSgwCvF,2013,252,6,0.25,1,0,1,149990000.0,white,2013-09-09
18hLgiojoGoaTidMfriUNduUMKFbwVEgtE,2013,252,4,1.0,1,0,2,261629112.0,white,2013-09-09
177GvPAiWMcMVQgP35FzG6ce7G6fsFdBMW,2013,252,0,2.0,2,0,2,84037041.0,white,2013-09-09
1AdaT7LXo6NYovuHbEGX8MQwYV6MvTnmkA,2013,252,48,2.3800000000000001e-07,1,0,2,40709700000.0,white,2013-09-09
1JcbQcfoTB5xcRxqfoJK4AEBzkaEUkrEaX,2013,252,4,0.013888889,1,0,2,2642706298.0,white,2013-09-09
1HLKKdFT8KVaEKMuEhkxqYQ6g3oEJbk2aF,2013,252,50,0.03125,1,0,2,1209558177.0,white,2013-09-09
1LKuHGrX2mwmj2esaZFTKGi3RiA5SsaLYX,2013,252,124,0.014831295,480,0,1,1000000000.0,white,2013-09-09
1GVtcuNQz9DUY4pQBLhpsrwgMRax6XxELu,2013,252,2,0.00265252,1,0,1,50000000.0,white,2013-09-09
1yLQm3Fe8jpQTnwwr4UZLJ1kSvcTeeY3t,2013,252,134,0.994933818,594,0,1,24957475010.0,white,2013-09-09
14zDhNRTEpvRG5Fy8tP4orvVBZQNCV1rKe,2013,252,12,1.0,1,0,2,79271000.0,white,2013-09-09
1Mr3u2PyXdpWrHiE3qcDxvmn3HcSHEMkHb,2013,252,6,0.25,1,0,2,300000000.0,white,2013-09-09
1NzDGLv2rGh6VSmq7p71RWPPaUeS2HwGPH,2013,252,0,0.058823529000000006,1,0,1,101395132.0,white,2013-09-09
1G4494pE3KBWKmXbPoHStmTXD8NA3rCfF5,2013,252,0,0.5,1,0,2,502500000.0,white,2013-09-09
1Jf7ao6X72fQVD4ryGqzziKXPA7k23K2yG,2013,252,0,0.5,1,0,1,2166780710.0,white,2013-09-09
1J9jE9SZfynDHFB8DgwLG5Gw3cypwpqeVb,2013,252,68,7.45e-09,1,0,2,490954552.0,white,2013-09-09
1DV7a9hFff9uJXkDYHoF4VGMtwn1uQCSSZ,2013,252,0,0.5,1,0,2,273000000.0,white,2013-09-09
16NWyyjbZ5qq4W9i3Bmx6v2afR26ugSBVL,2013,252,6,0.25,2,0,1,931788000.0,white,2013-09-09
12JNQJWKxKxNapizvadkexv53iML4BQJJ7,2013,252,2,0.52173913,2,0,1,463950000.0,white,2013-09-09
1HFxyVmLKg5zGzc2tEoyEbciMbqhS5Ak3r,2013,252,34,0.500623915,10,0,2,358435584.0,white,2013-09-09
1GsdEPdUxpZ56jZAs5PHZzc488qZdd3V7C,2013,252,14,4.337239583,11,0,12,2718023806.0,white,2013-09-09
1HBMzQ1FtAR266b3vESvEbUoSHvi2qsnSt,2013,252,54,0.000272882,12,0,2,197500000.0,white,2013-09-09
1K1RWNsZiooXuxuYtxi8GegEFSkwYMw75A,2013,252,0,1.0,1,0,2,274860000.0,white,2013-09-09
1EDqVrGscaPNJKJi4zSepwiQ2CqWNHdZpL,2013,252,18,0.125,1,0,2,1038318158.0,white,2013-09-09
17LD4MS9pyHiv9uCkJecjWb1X2gUwkWnb6,2013,252,0,0.2,1,0,1,3706040955.0,white,2013-09-09
1LmuCytuAjnEtZPcCzCnQwFCu2TnVc4czK,2013,252,2,0.5,1,0,2,31047000.0,white,2013-09-09
1Gf1JMRFCjU2C2HEJB9KDSdtpDSx2q1GkT,2013,252,10,0.703125,10,0,1,1347611509.0,white,2013-09-09
1KXAPJZ89iTKx1LsgzN3GLjQHXLdFB9SUF,2013,252,0,1.0,1,0,1,61553243.0,white,2013-09-09
14nh3UnutYefNwi3jNyWAgHxJ6HvMzZa5z,2013,252,0,1.0,1,0,1,82723892.0,white,2013-09-09
1GaDwy18vNwpp4sjq7kiPA45hB26gihNzn,2013,252,0,1.0,1,0,2,123681239.0,white,2013-09-09
1Fr3dhkKtXBCEpnTHuLsW16EM13ubWrA6P,2013,252,0,1.5,2,0,4,679000000.0,white,2013-09-09
12yaDJHLsWyXt5DwuqvT5hGeXcGNdf21gJ,2013,252,132,0.155771414,477,0,1,270510000.0,white,2013-09-09
1QF23GXfErfFoo67vtqKbrBt7o9fwXrCH5,2013,252,10,0.5,1,0,2,45950000.0,white,2013-09-09
1K28Yda1iQb2m8GWxc3DSXZkwJKhtranzq,2013,252,2,0.057692308,3,0,2,359190000.0,white,2013-09-09
1Ab4ucJKUWeFSRvdzoYbojNBn7xRb8NyUU,2013,252,126,0.362889729,473,0,2,205000000.0,white,2013-09-09
1Kw149eYYAsh48iFvoFgjnBKts9he1rtyo,2013,252,8,0.181632653,9,0,2,101810578.0,white,2013-09-09
18eepJVmgVxwPg69fLbFamjsP7DngcDBpe,2013,252,2,0.5,1,0,2,100000000.0,white,2013-09-09
13SAbLHH7rFhUjsW7vMCWBQYntBTor1evD,2013,252,2,1.0,1,0,1,57589165.0,white,2013-09-09
1Ev8t1YAG42PpDZwhy9CM92kVJE8XzrnNv,2013,252,0,0.5,1,0,1,288550000.0,white,2013-09-09
18HCrgmF3DmeL9VeivJE8Y9StUYDvn7bRt,2013,252,2,0.166666667,2,0,2,37221762.0,white,2013-09-09
1G9C5xokWKUFvzhYPCyTYxq7qAuUiKBhee,2013,252,4,0.125,1,0,2,210000000.0,white,2013-09-09
1Hz7F5yttBxQRuiurJB1d9hWZuytgLPXPZ,2013,252,2,2.0,1,1,4,416905849.0,white,2013-09-09
19FDGgpxaPAcxWtsYXDMwjQP9k2wLwBY4W,2013,252,144,0.084026647,607,0,1,706866110.0,white,2013-09-09
1Jbrk992DTyNyXydurGpSPFWcoAyD6r1HR,2013,252,14,0.25,1,0,2,111060046.0,white,2013-09-09
1HmnWGWMZcJLjPPCCeTZ4V7nbBmAiLE4pD,2013,252,16,0.001302083,1,0,2,134127118.0,white,2013-09-09
1BWXe9XkLYm4ZTRjHo9tWcvPawBnsuino7,2013,252,2,0.5,1,0,2,192850935.0,white,2013-09-09
1PBQXZqvw1Adrbvwe2JXDYWNwrSc9JzCMX,2013,252,0,1.0,1,0,1,289059918.0,white,2013-09-09
1Pcf2aPfsd35qLa6DnLGpDy5H9MgmzCtxr,2013,252,10,0.0625,2,0,2,674190000.0,white,2013-09-09
1A27SK6dEhwwN72QZ6KgoFxGE4wnLZEwVP,2013,252,2,0.043478261,1,0,2,200000000.0,white,2013-09-09
1Dh6iXwdGzV82xzgNG4E85KZ37iZcQMpK,2013,252,30,0.558854175,11,0,2,3464730000.0,white,2013-09-09
1FrXADmYCx8FeEKkpLEPz1gAvW8Ea5AxZk,2013,252,2,1.0,1,0,1,112700000.0,white,2013-09-09
13m86YgT1tbdKz1wCUkVjQxWw39MaBuVrv,2013,252,36,1.33e-11,1,0,2,8347200000.0,white,2013-09-09
1DvtJFDvxwvQkeiuFXh9zmP5ow9qzjNYeX,2013,252,2,1.0,1,0,2,77730000.0,white,2013-09-09
1PM3afXynKMVm8faF6cucjXE8TD4dECQta,2013,252,16,1.4176737769999999,11,11,3,67587782.0,white,2013-09-09
1Lg9Yfbcewtfqx5sYLbiEdzSSSgSsGBiWs,2013,252,16,0.25,1,0,2,50536557.0,white,2013-09-09
1A1ut33QtyTneUBepJWbC8FBMT4GqirrYq,2013,252,4,2.25,3,3,5,1607020000.0,white,2013-09-09
12xWJNckJi8MRag2gKAuVoEFcPkBNkHoPY,2013,252,136,0.280028023,503,0,2,84125187.0,white,2013-09-09
1KSjJniwhfxqwaZk7j8WqwKTVxoptc2ztV,2013,252,144,0.055032645,417,0,2,135860960.0,white,2013-09-09
1CB8Ed11xi4rnzjPB7ybsoYkcojH97AMVk,2013,252,14,0.015625,1,0,1,421332858.0,white,2013-09-09
1EufZCikuRmYJdxpgPkkCZMwbtjYy1pEQy,2013,252,20,0.625,2,0,2,160129471.0,white,2013-09-09
1Auftw4YoDLgHZtnXioAaZwRY7ReBgXjRr,2013,252,36,0.062530518,2,0,2,99980000.0,white,2013-09-09
1H9VnDNUoqr4Sqp6VkAgcP68CbsCpgdDcH,2013,252,48,3.158810983,56,56,22,1644256776.0,white,2013-09-09
1JS4KNHouRK7nx7JFc9CJfFmQSxuupuSFo,2013,252,144,0.941696492,1660,1625,4,282232000.0,white,2013-09-09
16D7gQt6ChN6b6Y8k3DEcRATJ9N4Grp36w,2013,252,40,0.017464193,11,0,2,1219250000.0,white,2013-09-09
19BUujmpdeoWzctG765d1eD13u7bwxqp5X,2013,252,122,1.250906141,582,1,4,5763057128.0,white,2013-09-09
1HCACkEiamcCyAGUeSZNKet4jebiB5pkjV,2013,252,0,0.0625,1,0,1,100000000.0,white,2013-09-09
1Ph585aAJrevtwadee23RRH5UXup6pAsQv,2013,252,0,0.0625,1,0,1,100996630.0,white,2013-09-09
1NybwHKBtPNNDhu7TsUr68oPjyuwSg273e,2013,252,0,1.0,1,0,2,32050000.0,white,2013-09-09
1DrtkgH4irXcpAxz7iuJqF9pwNmoHF3rVn,2013,252,0,1.0,1,0,2,1763689184.0,white,2013-09-09
1JcHD7X4eL6aJq4KhKTT7ykzXdFKLrCasW,2013,252,8,0.53125,2,0,2,62950000.0,white,2013-09-09
1MPFEDKJ8FcCTeE7T6Mnoon7kyCH7QeFD8,2013,252,2,0.5,1,0,2,80000000.0,white,2013-09-09
1FjWuLZ9Rtasxa4FVW8dovH8oSkgBZprB6,2013,252,6,1.03125,2,0,2,1249343229.0,white,2013-09-09
1JfvCK3NAaKdQZCmu4vBjGhqAzxYrePsHg,2013,252,2,0.013157895,1,0,1,900000000.0,white,2013-09-09
18qaEbXM2LrTPSLoNRhGSMj44JfVns8S8L,2013,252,0,1.0,1,0,1,47370000.0,white,2013-09-09
14jxo1EpKhpLkp7DAMVmw2c11y2YPiFrkZ,2013,252,0,1.0,1,0,2,1028650000.0,white,2013-09-09
1CDdsCEcL69EW4MJ5Q7rQKNA9gJWn5VBiH,2013,252,10,0.006944444,1,0,2,553480624.0,white,2013-09-09
16LWd8MZK9dtPxcnZrMsKmvbd8nQYBRj9E,2013,252,12,0.171875,4,0,2,227000000.0,white,2013-09-09
1H4wNtijRskTJDfgL8hsKLYa8qHrVDhegB,2013,252,6,0.25,1,0,2,5114866380.0,white,2013-09-09
13VF8JMCzN9dzZVpFFGvgMT5TY86qSZEtY,2013,252,144,0.5345500679999999,484,0,2,1733615000.0,white,2013-09-09
1NSVBqV98pQVa9QDhB9bCht4yiNuJGX23X,2013,252,12,0.125,4,0,2,546000000.0,white,2013-09-09
1Dsp1BzqkAaSFj2Ps4zdymVXjGRu3Yq1Fb,2013,252,40,0.0625,1,0,2,1570053897.0,white,2013-09-09
19KKWS7dMU3VV5kKLrbDBq9KMTEXmoxntF,2013,252,16,0.0020616320000000003,2,0,2,254000000.0,white,2013-09-09
15Udgs7rmq6epnHjtsYBVLkvWMWMjpodLB,2013,252,6,0.25,1,0,1,41098142.0,white,2013-09-09
1GkCeBNFUbyVyMCE6XQfX1MNF61WVtYJBt,2013,252,2,0.5,1,0,2,291618000.0,white,2013-09-09
16hetMoDEu3vR6hS8ebAgunSdHkUu9oF8P,2013,252,2,0.25,1,0,2,61500000.0,white,2013-09-09
1NKAMAtMfZu2QqukftRz2Q6rM9napuohsg,2013,252,144,0.70971695,1641,0,2,33778003.0,white,2013-09-09
1BfiVpA22ZRbYy32SK5KaYKo6ndpbUCZXp,2013,252,20,0.363703547,12,0,1,500000000.0,white,2013-09-09
1ASQcxf7XStBhsrndEj54c3ek96QsXQyMD,2013,252,64,3.81e-06,1,0,1,85114200.0,white,2013-09-09
