address,year,day,length,weight,count,looped,neighbors,income,label
14yLjXifs1zWxHC7pawkZKHGrjuTHB3Khq,2013,252,6,0.065972222,2,0,2,6189950000,white
18dmsLg5uTfhoqAuEoB2QsZQ5PmiYoUGBN,2013,252,44,0.5,1,0,2,955205000,white
12HUyZeNFqk4db2EM7GY5e6homTVTpPd7Z,2013,252,0,2,2,0,2,4.00E+10,white
1CE6Zz47Qqy9AzGZxSE387dT8YDSHMWyco,2013,252,14,0.125,1,0,2,331379275,white
1oCYS9Zrx1Fihjf7bqUFWkEw7cd1scPkc,2013,252,4,0.125,1,0,2,1.00E+08,white
1NNMVRPVZYYRuhFkdU1JAr9VaAmNUENwwE,2013,252,12,0.28125,5,0,2,1.45E+08,white
1MQnQUp2n6eFRSqekeccBgQoZFCz7kSiT,2013,252,144,4.347295521,1728,495,8,1.59E+09,white
1CR4ydfNeSMhbtjkuFM7ntgJQJvqZWEDxU,2013,252,10,0.031274777,16,0,2,1.00E+09,white
1NGjsa4o83mLfabqqVdpYKaQaR7Mm9Y6pw,2013,252,18,0.001953125,2,0,2,33890000,white
1FWxbormZXMK6sRvR5TBaC6CoY4axG2Mjw,2013,252,0,1,1,0,2,231375071,white
1L95JKSCpcBm62yjomZKkisWJDLvYFNih3,2013,252,0,0.2,1,0,2,1.00E+08,white
12CDvRT86CRVbq6E9U95QFenHKWizXDaHj,2013,252,0,0.5,1,0,1,1.00E+08,white
1Qpr6424zNLQDLWhsdHUtq1cJvq9iioVi,2013,252,0,1,1,0,2,1923991629,white
1J99akbtjHRURbzHEZKgdUMD9EcQUy9zMn,2013,252,6,0.375,2,0,2,264231359,white
1HtUyiA5GZK2htExPMrtQRswNqQG2Quxex,2013,252,8,1.0625,2,0,4,5248846749,white
19h7HprQF34w4CEHTN2hw9ujXfJPsryuJV,2013,252,2,0.25,1,0,2,1172050000,white
1QJr9FisHTu5GJxKBjvYM5XNGKmhNzQF7m,2013,252,34,3.62508138,7,0,5,1642657585,white
1MtVaLVAgiPQHke33ELETYGyzNpHBnZViw,2013,252,0,0.5,1,0,2,353200000,white
1AWjcsnHXgdJBjCyYzBaRWmCqpiHbrFkg1,2013,252,0,0.5,1,0,1,540067010,white
1ELmhfNKqkp5tnR1ARKUbwa29J9CegPS5y,2013,252,6,0.125,1,0,2,644200000,white
1KfQVcJnax83fAcnwPgLMQMjmXhpXszUdt,2013,252,144,0.342597784,1356,0,2,131670608,white
1G32nSkh6dgNWQ7d4U5dSsRFMZad9J4BLF,2013,252,8,0.125,2,0,2,4.75E+08,white
19TzButGsj6TwufxpggcMhnnLhRXjNoj9b,2013,252,24,0.000244141,1,0,1,63090000,white
16GKr1ZpDVvCJZWTCWPNo5cb26ZBevTQBi,2013,252,2,1,1,0,2,9.90E+07,white
1C86ikNftBSJrUQQZo48xg2c6BtBNRqKkv,2013,252,12,0.0078125,1,0,2,77750000,white
16YmRezQMWtCJvUZJLnzs8jnwiTtLAbrPW,2013,252,8,0.5,1,0,2,36030000,white
19VsmVctHQ6qdwKXayfSV61bq3kU3YA3KL,2013,252,0,0.047619048,1,0,1,1.00E+08,white
16MxnqRCBzu3SLDGLf5LYDNo1GtprErRnw,2013,252,32,0.26029731,12,0,4,5.40E+08,white
1DUjV3EcBoVfwVoL2fyyNWnge6EpqsTwNc,2013,252,10,0.020833333,1,0,2,1171908056,white
16GcKmXrYhKZLfHN9W3gv2umqwNXnEPyCd,2013,252,12,4.75,8,0,2,1026050000,white
19asmr6Li82inSUFuERhAYsXLqCGfDRvgP,2013,252,0,1,1,0,2,30386676,white
17hv9mVtQBtS2eMgZuWf2E72mUzfzmPXCL,2013,252,6,0.5,1,0,1,53033840,white
1EvLpaHT5958AZwNdianUeVg1pur1UwhzD,2013,252,10,0.5,1,0,2,1939010004,white
18JwAwVuKcpPRR4TCCfZMameaBv1QL9Zdj,2013,252,0,0.5,1,0,2,552347731,white
1A8h4rH3bTxUEbFFyjjYnmM6QUaWsK4KYg,2013,252,144,0.006879081,329,0,2,464208000,white
173RV9PjdtJoWTxnj1AwEQzao6atBvCnGp,2013,252,0,0.5,1,0,2,259105500,white
169yga26vEaJGWbJRcDgYa2vo4qJq5QSqt,2013,252,0,0.5,1,0,2,185630000,white
165mRSutQxvS7U4qzDzmFY81fkmQqd5zWV,2013,252,2,0.25,1,0,2,224980000,white
17ynocABLGrfaa8Qxvp3Qr3GvPyfSiC1HV,2013,252,8,0.5,1,0,1,79850000,white
1NBq6hrxr1bmrgxbh9vZ5iVD5n2cbrZ78L,2013,252,4,1.5,3,0,1,35631606,white
12Cbq1LNCK6ZLHJT4YXL2EtZsnbjLqDj4Q,2013,252,2,0.5,1,0,2,2.00E+08,white
1GHCfvuMyeFNUWWjzect9gjvLSTFFAALzn,2013,252,4,0.75,2,0,1,270357197,white
1HKtEces5h4NA4wdd2PTJ8xv2X5QeejjRy,2013,252,6,0.375,2,0,2,699800000,white
1BjU3cjRUQGzfhuWqMjx7VK1cizv2ptBxN,2013,252,144,5.58E-05,1580,0,2,101065767,white
1ExXxdfrsEUXQzSsKCbiurrYs4ipkBP7gH,2013,252,32,0.438392867,5,0,2,7815817715,white
13GGNn8H7TPBV2oAQ9myv6DPTprE6cJCcw,2013,252,122,0.317047496,68,68,3,919750000,white
1JfzMeYm141hZqmTzXeAE96D8VCP58DzL6,2013,252,2,1,2,0,2,88920866,white
1AFCyowypa1D3hAYBz7iJKTa9D7dEFGhhS,2013,252,2,0.5,1,0,2,66676000,white
14AuxJdvcRuKy5vpghALRyZcPdVXg7bA46,2013,252,0,0.5,1,0,2,4.97E+09,white
1HBgtPWpirhY2oq3b87h8NFpBFQNGsrmUa,2013,252,0,1,1,0,2,761180000,white
1Ljmpxp5GS6vwnhbYzWZCswxxXC3TEGgZk,2013,252,136,1.12700124,558,0,2,1943221269,white
1Lbop9H2up3en9y5BjR6KJJ1kPEEmKX8Rv,2013,252,4,0.125,1,0,2,3326390000,white
148yGtdc6vXo9JS6PLVoKz5fZZhdTedEoC,2013,252,4,1,3,0,1,6.32E+08,white
14adcDmQE1R2j7gfRGkCTQPZHN9iXU5rtp,2013,252,74,0.000135449,7,0,1,1.00E+08,white
17aWE1GfX5CKE9b41NEGJu1yhB9EkXUERG,2013,252,2,0.25,1,0,2,34980000,white
14k6svQ8YU9vQr6KbEp9sShuerpRywgGuJ,2013,252,2,1,1,0,1,91272480,white
1FcSdDEoZgeghY7vK3TnKwvvA3djxQUbwg,2013,252,0,1,1,0,2,5.00E+08,white
1A33rik4T4A9Xv8BV8UccUywQnU3qSVseV,2013,252,18,0.0625,1,0,1,4200519347,white
1BAkFLALCDBTT3udxHACKRDhxkBN9y9nAS,2013,252,0,1,1,0,1,44200790,white
1NA78LZHMCc2KMF3Gdjper2JXH15y4fBYF,2013,252,2,0.25,3,0,1,100100000,white
1FG4NmnZuNmt8jviT1UHpsRs1P5NedSN2M,2013,252,4,0.25,1,0,1,138510000,white
1M5rYPoGSbxKLTXqwbk5ZxwjkVtNXBstCS,2013,252,12,0.013392857,3,0,2,7.10E+07,white
1HLhwJnjSqeRnVmMH6wZeUb5RG24aLVWR1,2013,252,122,0.643787957,473,0,1,8.60E+07,white
1LFJr7KiBtMYhxx9Loyu7Lt6XfTBheVmM3,2013,252,4,0.5,1,1,4,7320440262,white
1KE1xeC9uK2pR4PAsbhgf8DXYicv9eqW83,2013,252,0,0.2,1,0,1,3383603465,white
13KendYFvVDRkGMxCf13rpaGQMiLU3wBHy,2013,252,2,1.25,4,0,1,1004800000,white
1A99F5JimAQPedY2JuHNcTgQvCrw6CHR1d,2013,252,4,0.25,1,0,2,7.00E+08,white
1KpMsM4KJUbmwBmPtXqW5mZF6ZvFKLnugE,2013,252,0,0.5,1,0,1,37032555,white
1PSrhFdug8DnJ3At67ZcGRk9LZEzy4vpnz,2013,252,136,1.584026647,621,0,2,4.00E+08,white
1MXAUXAceyXMKey6QuZynGyYvnwcRePLB7,2013,252,2,0.5,2,0,2,2.13E+09,white
17JuhqGksVXWbCYLEiV7k8YR8vjFQSbEPm,2013,252,8,0.047297297,7,0,2,2.30E+09,white
1N9BSTVsJXLRjwf5p9APkDdr9Btw3p534f,2013,252,130,5.55E-17,1,0,2,9.30E+07,white
19JAbie8JsPfRUzk7oeaVUJBBdrPQwAVeE,2013,252,14,0.0625,1,0,2,161172855,white
1bSTyw3aM1DD3o4cFAsm3bTNceVAz41T4,2013,252,0,0.5,1,0,2,3.62E+08,white
1N6QhgvxiW7ifi99RNLs2kiGzg3iHv5mbm,2013,252,4,0.125,1,0,2,471732515,white
1HM6Y7v4PrLQPGGd4EXm2WmgSvrRFs1JpA,2013,252,2,0.009057971,5,0,1,4.50E+07,white
12MMd64FZMNHg5seV6E6VVej8gXd8nJ7S2,2013,252,6,0.125,1,0,1,99700000,white
1A2xV4rjyx7FMSuCxeVK69bwD2c4o5boWA,2013,252,0,0.5,1,0,2,210130000,white
1E24MHFLXpPfksWS6kxq2cCP9UanUiFd2e,2013,252,0,0.5,1,0,2,77810000,white
1Fw9285gcUbRmnBWbW3ELwUd3pCDqmxWM9,2013,252,2,0.5,1,0,2,1065379355,white
1Ez67YGr8MMQ41PPHB3NmgW5XjauoqpUSP,2013,252,22,0.0625,1,0,2,580834327,white
1M7A4GUn1d6P3DRqe4wBUs6trjugEF652h,2013,252,8,0.125,1,0,2,37458046,white
17owsfmc2zFCQz5GL6ncmZ9keMYz2nMxab,2013,252,0,1,1,0,1,33860000,white
1Ew3NsV9jRAaRyicriAbvrapj4SJ5f48Gn,2013,252,0,1,2,0,2,1.08E+09,white
1Lvo8m6rVC1NBWDKaLQNiLnYKAkSiW7jus,2013,252,0,0.043478261,1,0,1,702719852,white
1yroP9ruVYiXs6A4ipitzEiP5AXzH5kcz,2013,252,4,0.000389531,2,0,1,100172141,white
16UoCcNEiYTnezTmqBXMYBys7XVkmLpYsE,2013,252,0,0.5,1,0,2,254160000,white
14es6pocinTQA2FrVAPtCTCGynyqJWNdyb,2013,252,6,0.1875,2,0,2,1.65E+08,white
1GNJQNr26xfZfHvH5gB88JkpyAQrUvgXGp,2013,252,18,0.001953125,1,0,2,2771550000,white
192pCz2tqbSSfKbLLqyY5FGQGiAJd9veyP,2013,252,12,0.015625,1,0,2,535990000,white
154k1PUGL4f5RCFxzn9VM6hH7558PRK33F,2013,252,0,0.5,1,0,2,161213000,white
17UkyCshhw31G2bx7pCAHjDG7irnD2MmMB,2013,252,12,0.046889796,3,0,1,2.00E+08,white
1BBmi4xLRqkRaJG5Z9ncwytpfaxwKvb5Xp,2013,252,14,0.00390625,2,0,1,1.26E+08,white
1DiTbEhGZ8YAQYMYeeVGrp8zQjcRR5vM9Q,2013,252,0,1,1,0,2,2.00E+09,white
1CJzPANoEhy4MdaWRYoUpbXkMR7cSgwCvF,2013,252,6,0.25,1,0,1,149990000,white
18hLgiojoGoaTidMfriUNduUMKFbwVEgtE,2013,252,4,1,1,0,2,261629112,white
177GvPAiWMcMVQgP35FzG6ce7G6fsFdBMW,2013,252,0,2,2,0,2,84037041,white
1AdaT7LXo6NYovuHbEGX8MQwYV6MvTnmkA,2013,252,48,2.38E-07,1,0,2,40709700000,white
1JcbQcfoTB5xcRxqfoJK4AEBzkaEUkrEaX,2013,252,4,0.013888889,1,0,2,2642706298,white
1HLKKdFT8KVaEKMuEhkxqYQ6g3oEJbk2aF,2013,252,50,0.03125,1,0,2,1209558177,white
1LKuHGrX2mwmj2esaZFTKGi3RiA5SsaLYX,2013,252,124,0.014831295,480,0,1,1.00E+09,white
1GVtcuNQz9DUY4pQBLhpsrwgMRax6XxELu,2013,252,2,0.00265252,1,0,1,5.00E+07,white
1yLQm3Fe8jpQTnwwr4UZLJ1kSvcTeeY3t,2013,252,134,0.994933818,594,0,1,24957475010,white
14zDhNRTEpvRG5Fy8tP4orvVBZQNCV1rKe,2013,252,12,1,1,0,2,79271000,white
1Mr3u2PyXdpWrHiE3qcDxvmn3HcSHEMkHb,2013,252,6,0.25,1,0,2,3.00E+08,white
1NzDGLv2rGh6VSmq7p71RWPPaUeS2HwGPH,2013,252,0,0.058823529,1,0,1,101395132,white
1G4494pE3KBWKmXbPoHStmTXD8NA3rCfF5,2013,252,0,0.5,1,0,2,502500000,white
1Jf7ao6X72fQVD4ryGqzziKXPA7k23K2yG,2013,252,0,0.5,1,0,1,2166780710,white
1J9jE9SZfynDHFB8DgwLG5Gw3cypwpqeVb,2013,252,68,7.45E-09,1,0,2,490954552,white
1DV7a9hFff9uJXkDYHoF4VGMtwn1uQCSSZ,2013,252,0,0.5,1,0,2,2.73E+08,white
16NWyyjbZ5qq4W9i3Bmx6v2afR26ugSBVL,2013,252,6,0.25,2,0,1,931788000,white
12JNQJWKxKxNapizvadkexv53iML4BQJJ7,2013,252,2,0.52173913,2,0,1,463950000,white
1HFxyVmLKg5zGzc2tEoyEbciMbqhS5Ak3r,2013,252,34,0.500623915,10,0,2,358435584,white
1GsdEPdUxpZ56jZAs5PHZzc488qZdd3V7C,2013,252,14,4.337239583,11,0,12,2718023806,white
1HBMzQ1FtAR266b3vESvEbUoSHvi2qsnSt,2013,252,54,0.000272882,12,0,2,197500000,white
1K1RWNsZiooXuxuYtxi8GegEFSkwYMw75A,2013,252,0,1,1,0,2,274860000,white
1EDqVrGscaPNJKJi4zSepwiQ2CqWNHdZpL,2013,252,18,0.125,1,0,2,1038318158,white
17LD4MS9pyHiv9uCkJecjWb1X2gUwkWnb6,2013,252,0,0.2,1,0,1,3706040955,white
1LmuCytuAjnEtZPcCzCnQwFCu2TnVc4czK,2013,252,2,0.5,1,0,2,31047000,white
1Gf1JMRFCjU2C2HEJB9KDSdtpDSx2q1GkT,2013,252,10,0.703125,10,0,1,1347611509,white
1KXAPJZ89iTKx1LsgzN3GLjQHXLdFB9SUF,2013,252,0,1,1,0,1,61553243,white
14nh3UnutYefNwi3jNyWAgHxJ6HvMzZa5z,2013,252,0,1,1,0,1,82723892,white
1GaDwy18vNwpp4sjq7kiPA45hB26gihNzn,2013,252,0,1,1,0,2,123681239,white
1Fr3dhkKtXBCEpnTHuLsW16EM13ubWrA6P,2013,252,0,1.5,2,0,4,6.79E+08,white
12yaDJHLsWyXt5DwuqvT5hGeXcGNdf21gJ,2013,252,132,0.155771414,477,0,1,270510000,white
1QF23GXfErfFoo67vtqKbrBt7o9fwXrCH5,2013,252,10,0.5,1,0,2,45950000,white
1K28Yda1iQb2m8GWxc3DSXZkwJKhtranzq,2013,252,2,0.057692308,3,0,2,359190000,white
1Ab4ucJKUWeFSRvdzoYbojNBn7xRb8NyUU,2013,252,126,0.362889729,473,0,2,2.05E+08,white
1Kw149eYYAsh48iFvoFgjnBKts9he1rtyo,2013,252,8,0.181632653,9,0,2,101810578,white
18eepJVmgVxwPg69fLbFamjsP7DngcDBpe,2013,252,2,0.5,1,0,2,1.00E+08,white
13SAbLHH7rFhUjsW7vMCWBQYntBTor1evD,2013,252,2,1,1,0,1,57589165,white
1Ev8t1YAG42PpDZwhy9CM92kVJE8XzrnNv,2013,252,0,0.5,1,0,1,288550000,white
18HCrgmF3DmeL9VeivJE8Y9StUYDvn7bRt,2013,252,2,0.166666667,2,0,2,37221762,white
1G9C5xokWKUFvzhYPCyTYxq7qAuUiKBhee,2013,252,4,0.125,1,0,2,2.10E+08,white
1Hz7F5yttBxQRuiurJB1d9hWZuytgLPXPZ,2013,252,2,2,1,1,4,416905849,white
19FDGgpxaPAcxWtsYXDMwjQP9k2wLwBY4W,2013,252,144,0.084026647,607,0,1,706866110,white
1Jbrk992DTyNyXydurGpSPFWcoAyD6r1HR,2013,252,14,0.25,1,0,2,111060046,white
1HmnWGWMZcJLjPPCCeTZ4V7nbBmAiLE4pD,2013,252,16,0.001302083,1,0,2,134127118,white
1BWXe9XkLYm4ZTRjHo9tWcvPawBnsuino7,2013,252,2,0.5,1,0,2,192850935,white
1PBQXZqvw1Adrbvwe2JXDYWNwrSc9JzCMX,2013,252,0,1,1,0,1,289059918,white
1Pcf2aPfsd35qLa6DnLGpDy5H9MgmzCtxr,2013,252,10,0.0625,2,0,2,674190000,white
1A27SK6dEhwwN72QZ6KgoFxGE4wnLZEwVP,2013,252,2,0.043478261,1,0,2,2.00E+08,white
1Dh6iXwdGzV82xzgNG4E85KZ37iZcQMpK,2013,252,30,0.558854175,11,0,2,3464730000,white
1FrXADmYCx8FeEKkpLEPz1gAvW8Ea5AxZk,2013,252,2,1,1,0,1,112700000,white
13m86YgT1tbdKz1wCUkVjQxWw39MaBuVrv,2013,252,36,1.33E-11,1,0,2,8347200000,white
1DvtJFDvxwvQkeiuFXh9zmP5ow9qzjNYeX,2013,252,2,1,1,0,2,77730000,white
1PM3afXynKMVm8faF6cucjXE8TD4dECQta,2013,252,16,1.417673777,11,11,3,67587782,white
1Lg9Yfbcewtfqx5sYLbiEdzSSSgSsGBiWs,2013,252,16,0.25,1,0,2,50536557,white
1A1ut33QtyTneUBepJWbC8FBMT4GqirrYq,2013,252,4,2.25,3,3,5,1607020000,white
12xWJNckJi8MRag2gKAuVoEFcPkBNkHoPY,2013,252,136,0.280028023,503,0,2,84125187,white
1KSjJniwhfxqwaZk7j8WqwKTVxoptc2ztV,2013,252,144,0.055032645,417,0,2,135860960,white
1CB8Ed11xi4rnzjPB7ybsoYkcojH97AMVk,2013,252,14,0.015625,1,0,1,421332858,white
1EufZCikuRmYJdxpgPkkCZMwbtjYy1pEQy,2013,252,20,0.625,2,0,2,160129471,white
1Auftw4YoDLgHZtnXioAaZwRY7ReBgXjRr,2013,252,36,0.062530518,2,0,2,99980000,white
1H9VnDNUoqr4Sqp6VkAgcP68CbsCpgdDcH,2013,252,48,3.158810983,56,56,22,1644256776,white
1JS4KNHouRK7nx7JFc9CJfFmQSxuupuSFo,2013,252,144,0.941696492,1660,1625,4,282232000,white
16D7gQt6ChN6b6Y8k3DEcRATJ9N4Grp36w,2013,252,40,0.017464193,11,0,2,1219250000,white
19BUujmpdeoWzctG765d1eD13u7bwxqp5X,2013,252,122,1.250906141,582,1,4,5763057128,white
1HCACkEiamcCyAGUeSZNKet4jebiB5pkjV,2013,252,0,0.0625,1,0,1,1.00E+08,white
1Ph585aAJrevtwadee23RRH5UXup6pAsQv,2013,252,0,0.0625,1,0,1,100996630,white
1NybwHKBtPNNDhu7TsUr68oPjyuwSg273e,2013,252,0,1,1,0,2,32050000,white
1DrtkgH4irXcpAxz7iuJqF9pwNmoHF3rVn,2013,252,0,1,1,0,2,1763689184,white
1JcHD7X4eL6aJq4KhKTT7ykzXdFKLrCasW,2013,252,8,0.53125,2,0,2,62950000,white
1MPFEDKJ8FcCTeE7T6Mnoon7kyCH7QeFD8,2013,252,2,0.5,1,0,2,8.00E+07,white
1FjWuLZ9Rtasxa4FVW8dovH8oSkgBZprB6,2013,252,6,1.03125,2,0,2,1249343229,white
1JfvCK3NAaKdQZCmu4vBjGhqAzxYrePsHg,2013,252,2,0.013157895,1,0,1,9.00E+08,white
18qaEbXM2LrTPSLoNRhGSMj44JfVns8S8L,2013,252,0,1,1,0,1,47370000,white
14jxo1EpKhpLkp7DAMVmw2c11y2YPiFrkZ,2013,252,0,1,1,0,2,1028650000,white
1CDdsCEcL69EW4MJ5Q7rQKNA9gJWn5VBiH,2013,252,10,0.006944444,1,0,2,553480624,white
16LWd8MZK9dtPxcnZrMsKmvbd8nQYBRj9E,2013,252,12,0.171875,4,0,2,2.27E+08,white
1H4wNtijRskTJDfgL8hsKLYa8qHrVDhegB,2013,252,6,0.25,1,0,2,5114866380,white
13VF8JMCzN9dzZVpFFGvgMT5TY86qSZEtY,2013,252,144,0.534550068,484,0,2,1733615000,white
1NSVBqV98pQVa9QDhB9bCht4yiNuJGX23X,2013,252,12,0.125,4,0,2,5.46E+08,white
1Dsp1BzqkAaSFj2Ps4zdymVXjGRu3Yq1Fb,2013,252,40,0.0625,1,0,2,1570053897,white
19KKWS7dMU3VV5kKLrbDBq9KMTEXmoxntF,2013,252,16,0.002061632,2,0,2,2.54E+08,white
15Udgs7rmq6epnHjtsYBVLkvWMWMjpodLB,2013,252,6,0.25,1,0,1,41098142,white
1GkCeBNFUbyVyMCE6XQfX1MNF61WVtYJBt,2013,252,2,0.5,1,0,2,291618000,white
16hetMoDEu3vR6hS8ebAgunSdHkUu9oF8P,2013,252,2,0.25,1,0,2,61500000,white
1NKAMAtMfZu2QqukftRz2Q6rM9napuohsg,2013,252,144,0.70971695,1641,0,2,33778003,white
1BfiVpA22ZRbYy32SK5KaYKo6ndpbUCZXp,2013,252,20,0.363703547,12,0,1,5.00E+08,white
1ASQcxf7XStBhsrndEj54c3ek96QsXQyMD,2013,252,64,3.81E-06,1,0,1,85114200,white
1LXdXFJHoqJpZoeN4x9Xujv7vVRAtjtxdB,2013,252,2,0.125,1,0,1,102156554,white
18UxwNVLPo7vyRkCgs5wusUfhhbMYhApAu,2013,252,10,0.921875,15,0,1,2025260000,white
1MNfBWWj9Yq8opUq5MAHYQ5o2SiB28MBzv,2013,252,0,0.5,1,0,1,6.60E+07,white
1GfZG7AwKzV4Cgyrx82fgmKsBS5dLEro6C,2013,252,20,0.25,1,0,2,129890000,white
1P5gg3WkUuigwvm8QPcWjb9Qmz72STE9b5,2013,252,0,0.5,1,0,2,294200000,white
1NCoVeHxLS4TfVvyKR7R3qQBVyGb8pfgBD,2013,252,96,0.148445129,4,0,2,153810132,white
1AMXEUJzDjrrC3Rpwz5qgbcK4knRv6Aok,2013,252,0,0.5,1,0,1,431978035,white
17o9CfCS3fTcjvxwe7ZTqat15SYuWXRTvY,2013,252,138,0.144050571,533,132,2,2.30E+09,white
1K7pZqBhiaV3gagSu9ftEbssn5ucvVfncM,2013,252,2,0.5,1,0,2,2.00E+08,white
1Q5fcjbEyLERofV9k8n9bFdUnBKbgyrFZd,2013,252,2,0.013157895,1,0,2,9.40E+07,white
18JrsX424TYf1L1Cw14bRyeBvtijFHWhNv,2013,252,144,0.027523104,532,0,2,160193000,white
1Lu4hjUr1QQmFmZV6a7BuG4PpZYcStAXgo,2013,252,42,3.05E-05,1,0,2,46385824,white
1FJrHW49emaRZC2wko1nSFtwRu234b96iX,2013,252,14,0.0078125,2,0,1,1.25E+08,white
1KtTea2RV7JTDhDtGHhghTvicEGcHYRcmV,2013,252,56,0.026666466,51,0,1,1.88E+08,white
1HfVwd46k7Moe2rMTV3yexB741ATjqSACA,2013,252,144,0.110092417,548,0,2,635772750,white
1HBaR83BqbXRvxrtWkmyp59WtQAnrx8W1j,2013,252,134,2.78E-17,1,0,2,2916350000,white
1AtKH9QDx62mCU47TX4gUieqgmfHdZwGuh,2013,252,78,6.77E-05,7,0,2,802781900,white
1DmGURP44FLA8pEfVUpA2QJz8i81SQZNjy,2013,252,4,0.000389531,2,0,2,102292729,white
1DBVDHoA34oW657iCcKvuMztHLA4WrEbBk,2013,252,16,1.0859375,13,0,1,7.37E+08,white
1EwgPCgBePW8Bd8EWwdYgeftAvdHrwHogC,2013,252,8,0.0625,1,0,2,194800000,white
1JWVZ9qiST9tQMh1QVCmMfWYAACDXVRZBL,2013,252,6,0.729166667,8,0,1,2.00E+09,white
14Rz2uy3AUNhNzET7eAgbiTRQ29mpeJCdJ,2013,252,4,0.5,2,0,2,799950000,white
1B9LB9Zb9x1PkVk54DPFD3PwvFSxAmCJF6,2013,252,40,9.54E-07,1,0,2,201580000,white
15qGJ2BRsyXRvWc6Mb1oZrUeYAk3QtcYPh,2013,252,8,0.062851908,6,0,5,5.00E+08,white
1EnTBAg941EgvGZAva8nCWkQAJBrRdaR1r,2013,252,0,0.5,1,0,1,1458214959,white
13pDV67rkWR7AenZbSN9chdMULeWUPbtT1,2013,252,2,0.25,1,0,2,1.00E+08,white
13URU4YgMATd8UtVbr228uwcBCaxzsUeZE,2013,252,10,0.149305556,3,0,2,2.84E+09,white
1JZLXQvppZYgzgRyWEySy8cRZgYdYnjitW,2013,252,4,0.25,1,0,1,1.25E+08,white
12u9cXVSfqoQkkG2uihxLs1u7oZSnXBCpV,2013,252,20,0.288346354,15,0,2,1357251879,white
1JVr8XtjiAbq9ZxrxNkHsf8g9x7NbAt9j2,2013,252,12,0.055555556,3,0,2,5763844979,white
1HEbCW9NE2ph4Mi3eL4TyHNTn6xFHeZG6n,2013,252,78,0.0625,1,0,2,1036583000,white
1MDK3LZb5eAWYwNzeMCX7De5byzRhSLsKX,2013,252,24,0.021565755,6,0,2,39800000,white
