address,year,day,length,weight,count,looped,neighbors,income,label
115ncTmF1r86UqNVNiuTbSrg36C9WpbQyg,2016,168,144,0.407676468,3060,0,2,1.20E+08,montrealCryptXXX
115ncTmF1r86UqNVNiuTbSrg36C9WpbQyg,2016,163,4,0.333333333,1,0,2,1.20E+08,montrealCryptXXX
115ncTmF1r86UqNVNiuTbSrg36C9WpbQyg,2016,160,144,0.148448867,4309,0,2,119989395,montrealCryptXXX
115ncTmF1r86UqNVNiuTbSrg36C9WpbQyg,2016,161,0,0.2,1,0,2,1.20E+08,montrealCryptXXX
115nw4hbAbwBSUfVhfF6EWvf4AcAcmD6p4,2017,162,0,0.5,1,0,2,4.00E+07,princetonCerber
115p7UMMngoj1pMvkpHijcRdfJNXj6LrLn,2017,141,0,1,1,0,1,30627600,montrealWannaCry
115p7UMMngoj1pMvkpHijcRdfJNXj6LrLn,2017,139,144,1.031474017,8973,0,2,64478999,montrealWannaCry
115p7UMMngoj1pMvkpHijcRdfJNXj6LrLn,2017,135,144,0.003065613,7463,0,1,35149432,montrealWannaCry
115p7UMMngoj1pMvkpHijcRdfJNXj6LrLn,2017,133,6,0.097916667,3,0,1,34490605,montrealWannaCry
115p7UMMngoj1pMvkpHijcRdfJNXj6LrLn,2017,137,144,1.500020198,9866,0,2,70477658,montrealWannaCry
115p7UMMngoj1pMvkpHijcRdfJNXj6LrLn,2017,138,144,0.015581279,3079,0,1,3.30E+07,montrealWannaCry
115p7UMMngoj1pMvkpHijcRdfJNXj6LrLn,2017,136,2,1,1,0,1,33534612,montrealWannaCry
115qagP17Sd6EPapsyszneKf6i4Kkax1gR,2014,80,0,1,1,0,2,125290000,paduaCryptoWall
115SJrbKZujZujQJpJGBEJMzr1LybnXVEu,2016,109,0,0.5,1,0,2,30190000,princetonCerber
115SJrbKZujZujQJpJGBEJMzr1LybnXVEu,2016,108,8,0.5,1,0,2,89990000,princetonCerber
115vefbFY2PCL4cYAoCcCB4TcjUGnrgLKw,2016,53,144,0.287264109,7493,0,1,1.00E+08,princetonLocky
11697Zq8pAWXEXAbh2zvPTfVt6Vn7DAMzw,2016,120,144,0.100245451,1723,0,1,1.50E+08,princetonLocky
1169bxadw4JaEe34sNhcDz38AugtLGp965,2016,223,82,7.45E-09,1,0,1,2.50E+08,princetonLocky
116AZEfaPi8tbczYYcSdgG4KtEYAitbCfD,2017,74,18,0.125,1,0,2,1.00E+08,princetonCerber
116CD6FiyD8JTJ6iLRWJP1BubaJthVEYFV,2016,116,144,2.02E-05,434,0,2,1.25E+08,princetonCerber
116CZ3t7REDPhGLjBdk7U84nWLAjpaAqay,2017,32,2,0.5,1,0,2,63250000,princetonCerber
11Dvz6Wh7RcmU6ffqdhQLoe6xvQmvwKAC,2014,80,4,0.576923077,2,0,2,164012438,paduaCryptoWall
11jLeJp6eGET8H3JPDWFBtka3jpYbBHC7,2017,55,144,0.100061725,6277,0,2,1.00E+08,princetonCerber
11mBErpPx1pJNQyLnZDoNwVxhqTwTeHfU,2016,158,0,1,1,0,2,1.20E+08,montrealCryptXXX
11mBErpPx1pJNQyLnZDoNwVxhqTwTeHfU,2016,135,8,0.03125,1,0,2,1.20E+08,montrealCryptXXX
11mf37Gyg1Ju6NS7uF8BoynVfUigriNh7,2016,120,144,0.346633512,3710,0,2,145410000,princetonCerber
11MvtJdLMh55y3RnS7iPaCra7JS6vZsEF,2016,96,0,1,1,0,1,3.00E+08,princetonLocky
11PPZk89SHxR3p42mrSof5P935vqjEA2C,2013,339,130,0.157963976,4557,0,1,49990000,montrealCryptoLocker
11QtMGVRQht4E4wZDRhxLZbdHgANJzhFX,2016,141,80,7.63E-06,1,0,2,1.00E+08,princetonCerber
11r5p8FPmLu9zw1XjufDcydG3rjQ6tzJc,2016,273,2,0.071428571,1,0,2,399990000,princetonLocky
11UC4DMzTR1qQnNEHs9XpotWYAmzs6nBM,2016,57,42,0.026239541,7,0,1,5.00E+07,princetonLocky
11Us7kVfJS2dzryGJkSaAG4MUBvyvbZHA,2016,319,74,1.91E-06,1,0,2,1.00E+08,princetonCerber
11UUivRcVdRJWymipDPB6WzbxzWmL7a3B,2016,52,0,1,1,0,1,5.00E+07,princetonLocky
11WrKpCb9YgyPaV7sPPbX5EcPQf2q8d9Z,2013,338,4,0.5,1,0,1,3.00E+07,montrealCryptoLocker
1216LTtQB2hhpU431yYifMcmnAmsh6vjz2,2017,55,12,4.82E-05,1,1,2,8.00E+07,princetonCerber
121aKu4wARyCjEMrpWb9VfSnF9DWbjjVgn,2016,269,0,1,1,0,1,4.00E+08,princetonLocky
121D2DAFrRGLHoeZDaAT1rjEYj69EknvsT,2016,55,144,0.04029717,2078,0,1,5.00E+07,princetonLocky
121f43NCvucZnDWWcUFg5geNZE3ZGMeN6f,2016,260,0,0.5,1,0,1,359988700,montrealDMALockerv3
121G2n8yvEaVy6Gv2CQqs7RN2f4PvfVBtK,2013,250,0,1,1,0,1,156418732,montrealCryptoLocker
121gqN1Spy5BAr9q2NB9K8L1beqzhJyWKG,2016,158,144,0.263433226,3148,0,2,199987997,princetonCerber
121JhGRZGL57JgqXtdsxkUB2kF5Xyz7nPh,2016,274,0,0.5,1,0,1,4.00E+08,princetonLocky
121MuhNTovhbS2bfNk7cmtXQDwkXG93ExX,2016,285,2,0.006825939,5,0,1,156560000,princetonCerber
121oZdRWsZ4LKhdwSgzLbK1S7yE7FnMw1x,2016,286,132,9.31E-10,1,0,2,1.00E+08,princetonCerber
121P5TiHimHace3ZNuXU4hde9kWqPE1jHC,2016,161,0,0.5,1,0,2,1.20E+08,montrealCryptXXX
121PMq3EepHkZyUxRoBBMUwrr6vkXdsyFp,2014,85,40,3.39E-06,1,0,2,298674122,paduaCryptoWall
121PMq3EepHkZyUxRoBBMUwrr6vkXdsyFp,2014,86,144,3.667016394,2251,2,6,241979680,paduaCryptoWall
121QX41wBNYsmSFEGQ4qnRpNPSai3sUSMZ,2016,280,2,0.071428571,1,0,1,2.50E+08,princetonLocky
121RWQ6sk36FHcVTbW637ES19rmaZa7jQ7,2017,112,0,1,1,0,2,8.00E+07,princetonCerber
121XywrM8cRm2wcccPU7AbGxAAudHukiQL,2016,229,0,0.125,1,0,2,3.00E+08,princetonLocky
121zJYMgAb5eEheFEz3oeoBwbJrLpobG2g,2016,125,0,0.333333333,1,0,2,1.25E+08,princetonCerber
1223GLPpMTKXxyGg3WcHpRsPD4JGa7cXVk,2016,160,6,0.0625,1,0,4,2.40E+08,montrealCryptXXX
1224txnU673nCa5Wxa9JHkpGmreTMfknsA,2016,83,144,0.01839005,1454,0,2,1.00E+08,princetonLocky
122Q8v7EkdLGfho7KuFK5u99mhyp1nkiFm,2016,269,18,1.91E-05,1,0,2,3.60E+07,princetonCerber
122w6H5sV2h9dyAwk4rcedF4piGnzmbFFN,2016,195,2,0.5,1,0,1,2.00E+08,princetonLocky
122xQbcFm6jfrtwfGHdxCdGrmwvUuNXJft,2016,89,8,1.004807692,2,0,1,2.00E+08,princetonLocky
122YcyXExdCbRx7Kdj6GD5ccCmoGgxB3q7,2014,76,2,1,1,0,1,5.10E+07,paduaCryptoWall
122YcyXExdCbRx7Kdj6GD5ccCmoGgxB3q7,2014,72,2,1,1,0,2,5.50E+08,paduaCryptoWall
122YcyXExdCbRx7Kdj6GD5ccCmoGgxB3q7,2014,79,144,0.531650156,1958,1189,1,90700000,paduaCryptoWall
122YcyXExdCbRx7Kdj6GD5ccCmoGgxB3q7,2014,80,0,1.05,2,0,4,830700000,paduaCryptoWall
122YcyXExdCbRx7Kdj6GD5ccCmoGgxB3q7,2014,73,144,2.872398178,1068,1019,6,712391363,paduaCryptoWall
122YcyXExdCbRx7Kdj6GD5ccCmoGgxB3q7,2014,81,0,1,1,0,2,5.50E+07,paduaCryptoWall
122YcyXExdCbRx7Kdj6GD5ccCmoGgxB3q7,2014,77,6,0.000274123,1,0,1,6.20E+07,paduaCryptoWall
122YcyXExdCbRx7Kdj6GD5ccCmoGgxB3q7,2014,75,2,1,1,0,1,41600000,paduaCryptoWall
122YcyXExdCbRx7Kdj6GD5ccCmoGgxB3q7,2014,71,6,2,3,0,2,4.10E+08,paduaCryptoWall
122YgLP4YjnfwxJtCc3Kx6NQWh2nu7evfm,2014,71,24,0.510416667,3,0,1,8.00E+07,paduaCryptoWall
122YgLP4YjnfwxJtCc3Kx6NQWh2nu7evfm,2014,78,144,1.050347222,1619,0,1,499940000,paduaCryptoWall
1231w7pJYCa9W9qBSJYNBp6QrTaCSV6YuD,2016,249,0,1,1,0,1,4.00E+08,princetonLocky
1233d91rHpBN8spVJqv42syB72Jzf1gGJb,2016,236,8,0.0625,1,0,1,2.00E+08,princetonLocky
1234KPsuDZ6n6htPvxYRyzc4ND9iyBGhkY,2016,128,10,0.125,1,0,1,5.00E+07,princetonLocky
1238Mzucsxe7SiDQSssCLQYppFHHqF3zpi,2016,175,6,0.00154321,1,0,1,2.00E+08,princetonLocky
123anBkpeHW3dgxCwUxP3zxVRLN8zW1ZqZ,2017,77,0,1,1,0,2,9.00E+07,princetonCerber
123bzPBEJK2N9aoTAU7TRqLbwzmFWq89S7,2016,160,4,0.5,1,0,2,1.20E+08,montrealCryptXXX
123dhAgb1oMyFHrmxx3YgKdDWTRn6dWBFm,2016,356,144,0.004724459,1443,0,2,68830000,princetonCerber
123fvLmUcqnFxK3pjrdDePE5R9W9N5VdnS,2017,128,10,0.026041667,2,0,2,6.00E+07,princetonCerber
123JmhW8mtaRTJJBHFFNxkuyDyyYmozJTd,2016,123,0,1,1,0,1,1.50E+08,princetonLocky
123o19yFFV4MNwjaaKu1d97Cu5Cxfi9SYT,2016,113,2,0.333333333,1,0,2,1.24E+08,princetonCerber
123PnNatuNpuXPfodNdRRmWMEAoaTMH8V1,2013,337,136,0.165048836,3393,0,1,77262000,montrealCryptoLocker
123PnNatuNpuXPfodNdRRmWMEAoaTMH8V1,2013,320,0,1,1,0,1,5.00E+07,montrealCryptoLocker
123PnNatuNpuXPfodNdRRmWMEAoaTMH8V1,2013,315,144,0.337817439,1231,0,2,319535425,montrealCryptoLocker
123PnNatuNpuXPfodNdRRmWMEAoaTMH8V1,2013,338,0,1,1,0,1,95137438,montrealCryptoLocker
123PnNatuNpuXPfodNdRRmWMEAoaTMH8V1,2013,324,12,0.0625,2,0,2,1.19E+08,montrealCryptoLocker
123r3eATfVPEHABzTMbB7rmmX5UYTTKdzJ,2016,266,4,0.5,1,0,2,35100000,princetonCerber
123Sdp8rB7C8xJR3u5VX6J3BiyQArtLt7Y,2013,315,2,2,3,0,6,4.00E+08,montrealCryptoLocker
123timpjDfSXHB1kL2dJYTW3YiPAtfh4AF,2014,7,56,0.125474818,12,0,1,6.00E+07,montrealCryptoLocker
123VWsgKcx1cjn5KBepCV26hFXu7TcWfSY,2016,77,4,0.083333333,1,0,2,5.00E+07,princetonLocky
123zTvjw931gKezg4bMwaBS45YBQjJh3pZ,2016,63,12,9.00E-05,2,2,1,399500000,princetonLocky
1242DfZdkjCedkJhwALYfyCftWibn7sxhd,2016,336,26,0.0078125,1,0,2,8.00E+07,princetonCerber
1245pqeT15C3n48dUJqWXtLJ3jtBXFX9z2,2016,109,38,0.014511297,20,0,2,1.00E+08,princetonCerber
1246i2CihbSXcLMM67sQgS7xedJFPsuaa2,2016,285,144,0.701677583,6722,0,2,100050000,princetonCerber
1246tUptR5e67CG7MAfPtjVpSdM1dCUH2V,2016,288,0,0.5,1,0,1,1.50E+08,princetonLocky
1246v8SAeajt6k3QFVzp4My8U13PLZTyV4,2016,160,144,0.960834983,4820,10,2,59895323,montrealCryptXXX
124ap6uHgT5MeB1L5FPUENhQ2DdG4boyy3,2016,208,4,0.125,1,0,1,2.50E+08,princetonLocky
124BcwPQtUGAFzuh3mLi1VxGD6Yy2sfb3S,2017,46,12,0.0625,1,0,2,30665983,princetonCerber
124bNuUqL2WHwhq6fBMv7s4ydvL8q57AdN,2013,189,0,1,1,0,2,158011739,montrealCryptoLocker
124CHLbPZ61W9n3T6a1cWT9YX298ijTdU7,2013,318,14,0.000168519,2,0,2,1.00E+08,montrealCryptoLocker
124cUCq1tkYhFf39NAnN6dYRwkLrvBNLAx,2016,137,144,0.988094059,5659,2973,2,71248142,montrealCryptXXX
124EhTSKcd4M1RNisFp7hpkmEj6UEqLq1H,2016,89,144,0.183951646,1566,0,1,3.00E+08,princetonLocky
124jbjnjjy8t42BDmaBd8kx6fJc2CTfdeE,2016,124,144,0.285853572,2228,0,1,2.00E+08,princetonLocky
124mKpjUJzXQ4PBZF3bnGKdYmDYhZaZKb6,2016,159,36,0.015625,1,0,1,1.20E+08,montrealCryptXXX
124MQoF3Keo4m7D6fVYBXCAczPeNX23tRf,2014,81,144,0.222016273,1461,0,1,171469611,paduaCryptoWall
124MQoF3Keo4m7D6fVYBXCAczPeNX23tRf,2014,84,6,0.055555556,1,0,2,72289157,paduaCryptoWall
124mtgNTJmEQqCpqB1yFh6go8MTrFnUcX2,2017,27,144,0.36253946,4807,0,2,196066608,princetonCerber
124o14rxNyvFMQM8yJuJFcKprxPtVHq8H5,2016,137,0,0.5,1,0,2,7.00E+07,princetonCerber
124pf8wT7SGfKENQ2o4wYEgJC3tA3U5b5W,2016,125,144,0.019870037,7503,0,2,1.25E+08,princetonCerber
124RvAEuuCptkzZEEttPxXvH6tSnXJ3XN5,2017,60,36,0.00390625,1,0,2,100050000,princetonCerber
124srvGnUNzg1AAiXYgoQj2PwocehAJLX9,2016,155,0,1,1,0,2,1.20E+08,montrealCryptXXX
124srvGnUNzg1AAiXYgoQj2PwocehAJLX9,2016,160,2,0.5,1,0,2,1.20E+08,montrealCryptXXX
124XtfRqTrw1HP1g15z15cVXB38T3EwUZR,2016,99,0,0.5,1,0,1,4.10E+08,princetonLocky
1251GTBafwFoEKc9XffTnaGAhyM1V1op3G,2016,161,0,0.5,1,0,2,120050000,montrealCryptXXX
12524A8PP7PFcDXa9BpGHqhPuVcciCvCn8,2016,56,144,0.07812502,9543,0,1,5.00E+07,princetonLocky
12538pAHvNXTgpZq1vFJ3xmdi1mK9Z4sJo,2017,54,4,0.027777778,1,0,2,1.00E+08,princetonCerber
125AdRL3iYR4dDnoyUAv7nqNMYsC7sZcYz,2017,135,4,1,1,0,2,74872880,princetonCerber
125AoxRRMZz5GpASK5sCChATKfNvbSzBF5,2016,84,0,0.5,1,0,2,1.00E+08,princetonLocky
125Bt91xWLH9AfB1UB3e14Ew17A9Y3id1X,2016,160,4,3,3,0,2,1.25E+08,princetonCerber
125CumpADmsyhByPszDem7Bda7XhZ8Sc7q,2016,120,144,0.010476812,3561,0,2,1.25E+08,princetonCerber
125DiUeg9dQ4LXfTJRYaSafYAbWPawooEd,2016,138,44,0.25,1,0,2,1.20E+08,montrealCryptXXX
125DiUeg9dQ4LXfTJRYaSafYAbWPawooEd,2016,145,0,0.5,1,0,2,1.20E+08,montrealCryptXXX
125DiUeg9dQ4LXfTJRYaSafYAbWPawooEd,2016,133,122,0.000489235,5,0,2,1.20E+08,montrealCryptXXX
125DiUeg9dQ4LXfTJRYaSafYAbWPawooEd,2016,134,74,4.77E-07,1,0,2,1.20E+08,montrealCryptXXX
125DQSTKMArzmkBUfoj8GLPsR25ypby6Xz,2013,311,0,0.5,1,0,2,1.00E+08,montrealCryptoLocker
125DQSTKMArzmkBUfoj8GLPsR25ypby6Xz,2013,337,22,0.0078125,1,0,2,70620000,montrealCryptoLocker
125DU467DRf6JBvS2Q49jsYdY4ZvVGBbUc,2016,226,0,1,1,0,1,410939493,princetonLocky
125earjdxmmE8Yhszv4dqmrH3jUzSG9DJH,2016,137,44,1.53E-05,1,0,2,1.20E+08,montrealCryptXXX
125earjdxmmE8Yhszv4dqmrH3jUzSG9DJH,2016,140,0,0.25,1,0,2,1.20E+08,montrealCryptXXX
125earjdxmmE8Yhszv4dqmrH3jUzSG9DJH,2016,134,2,0.666666667,2,0,4,2.40E+08,montrealCryptXXX
125EwHm5Epaxay8A3NWtVTc1oKmHVRsnDu,2015,198,14,0.015625,1,0,1,250833124,paduaCryptoWall
125EwHm5Epaxay8A3NWtVTc1oKmHVRsnDu,2015,175,144,0.186363138,2973,0,1,2.08E+08,paduaCryptoWall
125EwHm5Epaxay8A3NWtVTc1oKmHVRsnDu,2015,248,2,0.25,1,0,1,3.18E+08,paduaCryptoWall
125EwHm5Epaxay8A3NWtVTc1oKmHVRsnDu,2015,246,8,0.015625,3,0,1,3.18E+08,paduaCryptoWall
125EwHm5Epaxay8A3NWtVTc1oKmHVRsnDu,2015,195,132,1.14E-13,1,0,1,2.50E+08,paduaCryptoWall
125EwHm5Epaxay8A3NWtVTc1oKmHVRsnDu,2015,247,4,0.25,1,0,1,226415235,paduaCryptoWall
125FCpENaKRu95psPP8gETM9u2EmvfAhF2,2013,284,90,0.625000007,5,0,1,2.00E+08,montrealCryptoLocker
125LPRJuPss9H6ZiaY8NBngn4VsKfS5fxo,2016,135,0,0.5,1,0,2,64882935,princetonCerber
125MojD5wAy6YdZMwgWGPhv3WuhzDEgMue,2016,168,4,1,1,0,2,74030000,princetonCerber
125nzBhomPsMxSt4KwJZzBwE2ZEaDPi3ip,2014,79,0,1,1,0,2,144066297,paduaCryptoWall
125vS1drhzddwkCAZfrMUjxMBU8xJ7Be9v,2013,284,0,1,1,0,1,2.00E+08,montrealCryptoLocker
125W1nXxDQ2Cer1ZqaQcqHRp8TP8Jcw58y,2016,340,24,0.6875,4,0,2,1.00E+08,princetonCerber
125xYjgLM5wSHWjwQ8NTKXE2uGpxuhq2Ex,2017,157,8,0.0625,1,0,2,4.00E+07,princetonCerber
125YGMHAvJ9EQZhwJTaENhQcaeuqgbHK8J,2016,285,4,0.125,1,0,1,4.00E+08,princetonLocky
125YW2ptUaSzt6p3R7bvBCivbVJcLEeJQH,2016,182,0,1,1,0,1,2.00E+08,princetonLocky
125ZUWMi6srexLUPfRMMFq63S8mmYcMdbn,2017,44,10,0.017857143,1,0,2,8.00E+07,princetonCerber
1263vfRQB4z86JdLQZA7DEmRgxNsvRNuzm,2016,279,144,0.065081618,6987,0,1,3.00E+08,princetonLocky
126B8y47a5SHP8vkqDRCvT2nQFvTH5jmbx,2016,143,22,0.015869141,3,0,2,1.25E+08,princetonCerber
126iRhq8rAKHo7W3euvuCnJ4FoQzHTpGWr,2014,70,144,0.235805776,904,0,2,64111014,paduaCryptoWall
126iRhq8rAKHo7W3euvuCnJ4FoQzHTpGWr,2014,67,20,0.125,1,0,2,86946842,paduaCryptoWall
126nwEH9me4mmG43xNYnfPigUuYmj73yq3,2013,295,0,0.25,1,0,2,7.10E+07,montrealCryptoLocker
126oNycBsQTyAunbn53nUS5q1wm6BSG85Y,2016,123,2,0.5,1,0,1,1.50E+08,princetonLocky
126QgMcdZormJkN9ukFCtBLrftzTCy7UdE,2016,168,0,0.5,1,0,2,1.20E+08,montrealCryptXXX
126RpC8p5p4fA6rADzjuAfyobs9HzDWXxU,2016,210,144,0.000326603,4659,0,2,73990000,princetonCerber
126sk8mK4pKPGStciNssscEoEU8eeiqoUV,2013,333,144,0.187532108,3381,3,4,6.03E+08,montrealCryptoLocker
126sk8mK4pKPGStciNssscEoEU8eeiqoUV,2013,320,8,1.526041667,4,1,5,1.87E+09,montrealCryptoLocker
126sk8mK4pKPGStciNssscEoEU8eeiqoUV,2014,61,144,3.07068423,1186,1084,3,430962171,montrealCryptoLocker
126sk8mK4pKPGStciNssscEoEU8eeiqoUV,2013,312,4,0.161111111,5,0,2,8.00E+08,montrealCryptoLocker
126sk8mK4pKPGStciNssscEoEU8eeiqoUV,2013,317,144,4.292953009,2043,1122,7,2775228496,montrealCryptoLocker
